"regional";"municipio";"prestador_matricula";"prestador_nome";"ramo";"referencia";"remessa";"situacao";"valor_pagar";"observacoes"
MURIAE;MURIAE;3714115;CEMAC - CENTRO MURIAEENSE DE APOIO A CIDADANIA;HOSP;"2025-05-01";2003421870;PAGPROC;0.00;
CORONEL FABRICIANO;IPATINGA;48184;FUNDACAO SAO FRANCISCO XAVIER;HOSP;"2025-12-01";2003417114;EMREVISAO;0.00;
TEOFILO OTONI;TEOFILO OTONI;3108326;HOSPITAL PHILADELFIA LTDA;HOSP;"2024-03-01";2002934004;PAGPROC;8539.28;
BELO HORIZONTE;BELO HORIZONTE;3897367;SAO MARCOS SAUDE E MEDICINA DIAGNOSTICA SA;LABO;"2025-05-01";2003282453;PAGPROC;0.00;
UBERLANDIA;UBERLANDIA;3613278;HOSPITAL SANTA GENOVEVA LTDA;HOSP;"2025-05-01";2003336723;EMREVISAO;11761.01;
UBERLANDIA;ARAGUARI;3145269;SANTA CASA DE MISERICORDIA DE ARAGUARI;HOSP;"2024-11-01";2003252882;EMREVISAO;128.80;
POUSO ALEGRE;ITAJUBA;80034;SANTA CASA DE MISERICORDIA DE ITAJUBA;HOSP;"2025-03-01";2003401875;CADASTRO;355.45;
ITABIRA;SABINOPOLIS;3441312;ASSOCIACAO DE CARIDADE HOSPITAL SAO SEBASTIAO;HOSP;"2025-02-01";2003237313;EMREVISAO;0.00;
BELO HORIZONTE;BELO HORIZONTE;3087217;ASSOCIACAO MARIO PENNA;HOSP;"2022-06-01";2002799122;LIBPAGTO;0.00;
ARAXA;ARAXA;2620401;ASSOCIACAO DE ASSISTENCIA SOCIAL DA SANTA CASA DE MISERICORDIA DE ARAXA;HOSP;"2025-12-01";2003367634;EMREVISAO;1171.50;
CONTAGEM;BETIM;4105213;HOSPITAL MATER DEI S.A;HOSP;"2025-12-01";2003353379;PAGPROC;340630.90;
UBERLANDIA;UBERLANDIA;3774704;BEM VIVER HOME CARE LTDA-ME;ATENDOM;"2025-12-01";2003417210;PAGPROC;25390.52;
MONTES CLAROS;MONTES CLAROS;3149974;FUNDACAO DE SAUDE DILSON DE QUADROS GODINHO;HOSP;"2022-11-01";2002596766;PAGPROC;360.00;
UBERLANDIA;UBERLANDIA;4053886;VANESSA EMILIA FIGUEIRA FARIA LTDA;CLINODON;"2024-09-01";2003210037;LIBPAGTO;0.00;
ALMENARA;ITAOBIM;2599024;HOSPITAL VALE DO JEQUITINHONHA;HOSP;"2025-11-01";2003346487;LIBPAGTO;1493.77;
POUSO ALEGRE;POUSO ALEGRE;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;HOSP;"2025-11-01";2003360126;EMREVISAO;258.24;
PATOS DE MINAS;PATOS DE MINAS;3822779;CORREA E CARDOSO LTDA;ATENDOM;"2025-12-01";2003427816;EMREVISAO;0.00;
MANHUACU;MANHUACU;2733264;HOSPITAL CESAR LEITE;HOSP;"2025-09-01";2003331654;LIBPAGTO;127.32;
POUSO ALEGRE;EXTREMA;48323;HOSPITAL MATERNIDADE SAO LUCAS DE EXTREMA LTDA;HOSP;"2025-04-01";2003309440;EMREVISAO;0.00;
CONTAGEM;BETIM;4105213;HOSPITAL MATER DEI S.A;HOSP;"2025-10-01";2003430208;PAGPROC;2742.47;
